6.900517619528411473e+00,-1.167138683808877531e+00,9.689798564258691016e+00,-4.286626626039982568e+00,5.997663042257775246e+00,-2.493335597471806331e+00,-6.098554773734655043e+00,-6.121546545638867798e+00,-4.265627230009812365e+00,7.351032596618296111e+00,-7.606724603239289451e+00,-3.100537262723159770e+00,-3.176431985281986670e+00,-4.104294546514104525e-01,-1.339300478456362242e-01,4.393051928727739863e+00
-6.530427888400838654e+00,-1.844219917241641582e+00,-9.963965151308293855e-01,-3.307508509783687600e-01,7.850257379434768978e+00,-5.464422696491415543e+00,3.268683071406233154e+00,-3.819921292924506773e+00,6.661463611528706252e-01,-7.411122640183309684e+00,-3.811705600826604368e+00,6.407722269100613488e+00,1.649614257984865162e+00,3.777665318652916326e+00,-4.371399865468166723e+00,-8.602531861983120365e+00
6.261030432026924331e+00,-4.927425866463536863e+00,-2.729988271102932629e+00,2.653033918124119594e+00,-9.485486267391365800e+00,-5.340656227357700736e+00,5.997061825430394677e+00,-3.803925634609597317e+00,-5.700106942669309618e+00,-6.295790921635715520e+00,-6.023333890165400994e+00,8.269016484938838119e-01,-3.710826834175513511e-01,8.468721191890256961e+00,-7.428531352145498090e+00,-1.365470087104952768e+00
5.688412693049709645e+00,6.488308934072222200e-01,9.463506498034377046e+00,-6.224341573435355102e+00,4.804302336003763330e+00,5.107376075725939657e+00,-2.204968019367963272e+00,8.093630584538832551e+00,-2.201078252183991779e+00,7.573866522378018828e-01,1.859035727883943778e+00,-4.966153723931013175e+00,1.494532436523325458e+00,3.195719577559279045e+00,4.441996002603156413e+00,-4.593768678536296335e-01
5.118259293891266992e+00,-2.170799117611503348e+00,-7.037469559303824340e+00,-9.247062374325867751e+00,-1.730058308573628523e+00,7.534695190729621572e+00,-8.426109295324513582e+00,-6.662140146462194323e+00,-4.448513169700367698e+00,-6.661904820705832897e+00,-8.697730323773434691e+00,2.380576838828202924e+00,-4.530375414420260149e+00,-1.066262754107285105e+00,-5.378211887590154561e+00,5.221855007477405053e-01
4.960824877531397448e+00,2.259721259270898841e+00,6.549774824519229099e+00,4.284941427153547977e-01,-2.060173646777356815e+00,-2.980257675410296514e+00,-2.734217274276209864e+00,-2.977846942914443851e+00,8.297676629337377818e+00,4.548793716786425634e+00,-7.388158464772009992e+00,-1.905339243467643939e+00,-7.053230862781367350e+00,5.500150003078951855e+00,9.592993765007193474e+00,-1.912865880200920188e+00
8.595706990978907669e+00,6.326586241186582527e-02,4.637378425015107553e+00,2.048581165318157815e+00,-9.875401480297211876e+00,7.336276456166437754e+00,-4.604093974844351678e+00,8.647910108578539479e+00,-2.132521948113281773e+00,-7.390497635726469561e+00,7.228849402416802405e+00,-8.179203458418818684e+00,-8.323408290184818981e+00,1.230939372492381167e+00,-6.284268169115765801e+00,1.575493233179955155e+00
-7.170418525741331095e+00,-7.116600613758247817e+00,8.710100960233575051e+00,-4.531532936407216994e+00,8.000070839322223293e+00,8.341011226926006827e+00,5.483299450399982788e+00,1.110042156062462482e+00,5.598084195558659104e+00,7.922119347401768152e-02,-2.607131599034819835e+00,1.540635460778275956e+00,8.428129152454182815e+00,-4.694765904784476973e+00,-8.523374300745123477e+00,6.312743385379164351e+00
6.485817784190217594e-03,3.171849434094426101e+00,2.475314030962763923e+00,5.292312857067987153e+00,-5.928877758298687795e+00,5.194007292986679403e+00,8.269670611965779017e+00,7.442831436876797824e+00,7.807958569411447058e+00,8.089065900324399649e+00,-6.078325423009207640e+00,3.878561712495809388e+00,1.745055555043608209e+00,-2.060276142173352198e+00,1.384080230133577061e+00,4.796030330032936106e+00
2.690932723541054727e+00,9.695336435817058174e+00,-8.085942485612944708e+00,5.008213898307138479e+00,7.301993960148589480e-01,-8.420593198360615261e+00,4.356528321964137973e+00,7.106269386612265038e+00,-1.499518512681241589e+00,-1.709975011107392362e+00,5.137040344443487783e+00,4.090589630908247898e-01,7.697262146916322934e+00,-1.955637537681147009e+00,-7.472453336138404900e+00,-8.761092936295963085e+00
