2.938688282011359121e-01,-2.745072086038908843e+00
4.715641230354709279e+00,8.702311162522441634e+00
7.392697549993691553e+00,-3.957269893996764765e+00
6.015855673706198559e+00,2.242159239156489292e-01
-1.298564484164529631e+00,1.965407578228976604e+00
7.214644222450750988e+00,6.348308359766299702e+00
-3.971867763632483950e+00,-9.664497404390496982e+00
2.596998274934573914e+00,1.137902653258628050e+00
8.835371932621576718e+00,6.968665195306677163e+00
-6.930000359857995562e+00,9.063188315993883748e+00
