-4.022252,11.028910,-8.330090,8.963512,2.959054,0.011141,10.763687,-3.683070,-4.985072,-0.355117,9.995304,-7.946197,6.666112,-4.926153,5.937584,-3.053958,9.828472,2.695716,6.413358,6.122587,-5.580137,-4.602982,-2.040348,-2.367037,-4.588596,-3.073106,-7.116139,5.868375,-4.083948,-1.227129,1.337409,-9.408800
-5.074313,9.393219,-7.899275,9.124124,3.969432,1.858503,8.497279,-3.965921,-4.066844,-0.897449,9.455167,-9.593832,5.892760,-4.688134,5.802014,-4.700535,9.887451,0.993507,3.977323,4.108395,-5.790197,-3.669178,-2.737096,-0.633027,-2.934928,-4.966150,-7.882766,5.192484,-2.091650,-2.112462,3.112133,-8.727256
-3.507481,10.066264,-9.485946,10.018936,4.500892,1.123281,9.019177,-2.785372,-4.590580,0.042512,9.705502,-9.654729,6.656506,-5.912072,4.769480,-2.233646,10.533409,1.419185,4.480901,7.427035,-4.911780,-3.163913,-1.464952,-0.351252,-3.907476,-4.434238,-4.826443,6.197228,-3.659054,-1.232430,3.909366,-7.725381
-5.720810,9.070287,-9.178266,8.819703,4.189540,0.188585,8.670801,-3.557462,-6.384464,0.253465,10.383196,-9.382321,8.434081,-6.179297,5.952578,-2.511315,10.537416,1.416824,6.173499,7.372469,-5.024496,-4.838017,-2.098310,-0.882864,-3.325390,-4.207983,-5.332764,7.128726,-1.965733,-1.483845,1.744738,-8.659532
3.498432,10.036874,-4.677181,2.756324,8.828551,-6.347396,-5.983105,1.854285,-4.025565,-8.650875,7.745097,7.792025,8.475055,3.678859,3.761364,0.178176,2.023641,-3.558210,6.614467,-1.990989,0.647436,-5.105942,8.513904,-4.745957,-2.505077,7.447724,1.346570,-9.176559,-4.087608,6.619177,-1.303784,-5.043851
6.001910,10.152085,-7.568251,2.748600,10.042546,-6.794536,-6.923268,1.915806,-4.820351,-8.116002,7.027241,6.549889,8.053483,6.377915,6.567419,0.361581,2.560465,-3.249874,5.167310,-2.848737,2.352650,-4.511971,8.694194,-5.138042,-2.877039,8.252246,2.106662,-9.618938,-5.222999,6.888489,-0.556449,-6.493803
1.083161,2.836034,-8.190183,4.433946,6.928044,5.537462,-7.748051,-4.443775,-8.317466,-4.308589,3.947103,-0.205937,-3.581607,-6.523932,2.158480,7.592348,-3.494182,-5.758062,-10.301439,-3.687096,9.222681,9.921166,-4.120935,7.826596,-9.709066,-2.219621,6.046285,6.836193,1.551860,5.879272,-1.186121,-8.041555
-5.166340,10.246571,-9.019889,9.060921,2.169671,1.637107,9.839648,-3.366616,-5.427298,1.438586,9.045482,-9.622602,6.489719,-6.001416,6.308364,-2.243023,10.270683,0.419710,3.922056,6.294667,-4.816133,-4.112911,-3.377647,-0.483380,-2.014978,-4.465201,-6.802609,5.306477,-3.070511,-0.888541,3.172087,-9.277731
4.129829,2.367816,-6.453823,2.472542,5.880809,6.204537,-6.322520,-4.914627,-9.332708,-3.330445,3.218130,0.501391,-4.121147,-7.275804,2.679868,9.509367,-4.002372,-5.041709,-8.151235,-4.129335,10.170925,8.266176,-3.678372,8.512220,-11.394571,-2.455630,6.999000,7.245374,1.063953,6.354339,0.104848,-7.781076
-9.613533,-2.901270,8.237989,10.813110,-9.563654,0.973816,10.215418,8.431190,5.128482,-10.168407,6.311938,10.469313,-4.342349,-6.023350,3.742727,8.170861,-0.457286,-6.056721,-4.598352,-9.551552,9.812481,-2.404970,1.498900,2.598238,-2.531668,-8.592487,8.033551,2.690363,-2.762983,1.167931,-7.365101,5.633198
