8.585358396944648973e-01,6.781511346554399466e+00,-4.476994367946258713e+00,-4.837636239978624353e+00,2.926088986728620611e+00,-4.744786310919799632e-01,-4.350438147521189514e+00,8.593323978423942577e+00
-2.467809908196878510e+00,5.447077956922644404e+00,-3.802036730025029065e+00,3.770844380953903396e+00,-3.777970077061947762e+00,-9.929434806360852406e+00,-7.289921416225617179e+00,-9.530350472512775895e+00
6.171311437103739195e+00,-7.888150522584775892e+00,-2.811278487384390345e+00,3.297840377663598943e+00,-1.377883304601626335e+00,4.389855744087402201e+00,-6.009790276170285495e+00,2.109414008446375277e-01
1.307680288696532855e+00,-5.756837125565565927e+00,9.735441442151376634e+00,-6.711701841263342239e+00,-4.861944198708783027e+00,2.142814165641578228e+00,1.426540032380486878e+00,-7.772531986898396639e-01
7.238108112943173467e-01,-7.474928358780164039e+00,3.851378670401716775e+00,-8.768593838333524459e+00,-4.264126561340138011e-01,7.546086308103983953e+00,-5.114341246674733554e+00,3.266060122468477545e+00
9.745887123785436756e+00,2.250074847481204898e+00,8.968412724224521071e+00,9.242572581241407903e+00,6.960703794157467428e+00,-4.550794736041403610e-01,-9.294376535550147977e+00,2.772195776035875525e+00
-5.972934745730277939e+00,5.307070315634421220e+00,-9.391471757815006427e+00,-5.801642184895154486e+00,-5.002228062105558593e+00,4.720419360968863387e+00,3.234409376171976547e+00,2.129083460245627890e+00
-6.538683839472170689e+00,5.489983989645795148e+00,5.154994519637345007e+00,5.725498449900019438e-01,8.588389540370183539e+00,-3.298374398386187956e+00,-5.815821038554254585e+00,5.910127684649761903e-01
2.787150890157128913e+00,3.798136834675823081e+00,-1.082194850879949044e+00,-2.384488665900135196e+00,-2.218038515017799028e+00,-5.488354903153691566e-04,5.185057972618263733e+00,-1.801953434589314895e+00
-1.286602396258251346e+00,5.943582871728690264e+00,7.214225053268346954e+00,4.560361043929557212e-01,7.630956709878134347e+00,-9.117446773899740009e+00,-5.201103499748009895e+00,-9.515030165548060026e+00
